0
"question:  For each of the following statements, select Yes if the statement is true, Otherwise, select No. NOTE: Each correct match is worth one point."
question: # The Microsoft Service Trust Portal can be accessed by using a Microsoft cloud services account
correct answer:  Yes.
not correct answer:  No.
question: # Compliance Manager can be used to track your company's regulatory compliance activities related to Microsoft cloud services
correct answer:  Yes.
not correct answer:  No.
question: # The My Library feature can be used to save Microsoft Service Trust Portal documents and resources in a single location
correct answer:  Yes.
not correct answer:  No.
"question:  This question requires that you evaluate the underlined text to determine if it is correct. From Azure Monitor, you can view which user turned off a specific virtual machine during the last 14 days. Instructions: Review the underlined text. If it makes the statement correct, select “No change is needed”. If the statement is incorrect, select the answer choice that makes the statement correct."
not correct answer:  No change is needed.
not correct answer:  Azure Event Hubs.
correct answer:  Azure Activity Log.
not correct answer:  Azure Service Health.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. Your company plans to migrate all its data and resources to Azure. The company’s migration plan states that only platform as a service (PaaS) solutions must be used in Azure. You need to deploy an Azure environment that supports the planned migration. Solution: You create an Azure App Service and Azure Storage accounts. Does this meet the goal?"
not correct answer:  Yes.
correct answer:  No.
"question:  This question requires that you evaluate the BOLD text to determine if it is correct. Data that is stored in the Archive access tier of an Azure Storage account can be access at any time by using azcopy.exe Instructions: Review the bold text. If it makes the statement correct, select ""No change is needed.” If the statement is incorrect, select the answer choice that makes the statement correct."
correct answer:  No change is needed.
not correct answer:  Can only be read by using Azure Backup.
not correct answer:  Must be restored before the data can be accessed.
not correct answer:  Must be restored before the data can be accessed.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point."
"question: # To implement a hybnid cloud model, a company must always migrate from a private cloud model"
not correct answer:  Yes.
correct answer:  No
question: # A company can extend the computing resources of its internal network by using the public cloud
correct answer:  Yes.
not correct answer:  No.
"question: # In a public cloud model, only guest users at your company can access the resources in the cloud"
not correct answer:  Yes.
correct answer:  No.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct match is worth one point."
question: # Azure DevOps Services allows developers to deploy or update applications to Azure using Continuous Integration/Continuous Delivery (CI/CD) pipelines
correct answer:  Yes.
not correct answer:  No.
question: # Azure DevOps Services includes a Git repository for developers to store code
correct answer:  Yes.
not correct answer:  No.
question: # Azure DevOps Services can be used to build and host web apps
correct answer:  Yes.
not correct answer:  No.
question:  Your company has an on-premises network that contains multiple servers. The company plans to reduce the following administrative responsibilities of network administrators: • Backing up application data • Replacing failed server hardware • Managing physical server security • Updating server operating systems • Managing permissions to shared documents The company plans to migrate several servers to Azure virtual machines. You need to identify which administrative responsibilities will be reduced after the planned migration. Which two responsibilities should you identify? Each correct answer presents a complete solution. NOTE: Each correct selection is worth one point.
correct answer:  Replacing failed server hardware.
not correct answer:  Backing up application data.
correct answer:  Managing physical server security.
not correct answer:  Updating server operating systems.
not correct answer:  Managing permissions to shared documents.
"question:  This question requires that you evaluate the underlined text to determine if it is correct. One of the benefits of Azure SQL Data Warehouse is that high availability is built into the platform. Instructions: Review the underlined text. If it makes the statement correct, select “No change is needed”. If the statement is incorrect, select the answer choice that makes the statement correct."
correct answer:  No change is needed.
not correct answer:  Automatic scaling.
not correct answer:  Data compression.
not correct answer:  Versioning.
"question:  This question requires that you evaluate the underlined text to determine if it is correct. The Microsoft Online Services Privacy Statement explains what data Microsoft processes, how Microsoft processes the data, and the purpose of processing the data. Instructions: Review the underlined text. If it makes the statement correct, select “No change is needed.” If the statement is incorrect, select the answer choice that makes the statement correct."
correct answer:  No change is needed.
not correct answer:  Microsoft Online Services Terms.
not correct answer:  Microsoft Online Service Level Agreement.
not correct answer:  Online Subscription Agreement for Microsoft Azure.
"question:  This question requires that you evaluate the underlined text to determine if it is correct. You plan to deploy 20 virtual machines to an Azure environment. To ensure that a virtual machine named VM1 cannot connect to the other virtual machines, VM1 must be deployed to a separate virtual network. Instructions: Review the underlined text. If it makes the statement correct, select “No change is needed”. If the statement is incorrect, select the answer choice that makes the statement correct."
correct answer:  No change is needed.
not correct answer:  Run a different operating system than the other virtual machines.
not correct answer:  Be deployed to a separate resource group.
not correct answer:  Have two network interfaces.
"question:  You plan to extend your company’s network to Azure. The network contains a VPN appliance that uses an IP address of 131.107.200.1. You need to create an Azure resource that identifies the VPN appliance. Which Azure resource should you create? To answer, select the appropriate resource in the answer area."
not correct answer:  Virtual networks.
not correct answer:  Load balancers.
not correct answer:  Virtual networks gateways.
not correct answer:  DNS zones.
not correct answer:  Traffic Manager profiles.
not correct answer:  Network Watcher.
not correct answer:  Virtual networks (classic).
not correct answer:  Application gateways.
correct answer:  Local network gateways.
not correct answer:  CDN profiles.
not correct answer:  ExpressRoute ciruits.
not correct answer:  Network security groups.
"question:  This question requires that you evaluate the underlined text to determine if it is correct. You have several virtual machines in an Azure subscription. You create a new subscription. The virtual machines cannot be moved to the new subscription. Instructions: Review the underlined text. If it makes the statement correct, select “No change is needed”. If the statement is incorrect, select the answer choice that makes the statement correct."
not correct answer:  No change is needed.
correct answer:  The virtual machines can be moved to the new subscription.
not correct answer:  The virtual machines can be moved to the new subscription only if they are all in the same resource group.
not correct answer:  The virtual machines can be moved to the new subscription only if they run Windows Server 2016.
"question:  To complete the sentence, select the appropriate option in the answer area. ... is the process of verifying a user's credentials"
not correct answer:  Authorization.
correct answer:  Authentication.
not correct answer:  Federation.
not correct answer:  Ticketing.
"question:  To complete the sentence, select the appropriate option in the answer area. If a resource group named RG1 has a delete lock, ... can delete RG1"
not correct answer:  Only a member of the global administrators group.
correct answer:  The delete lock must be removed before an administrator.
not correct answer:  An Azure policy must be modified before an administrator.
not correct answer:  An Azure tag must be added before an administrator.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point."
question: # A platform as a service (PaaS) solution that hosts web apps in Azure provides full control of the operating systems that host applications
not correct answer:  Yes.
correct answer:  No.
question: # A Platform as a Service (PaaS) solution that hosts web apps in Azure can be provided with additional memory by changing the pricing tier
correct answer:  Yes.
not correct answer:  No.
question: # A Platform as a Service (PaaS) solution that hosts web apps in Azure can be configured to automatically scale the number of instances based on demand
correct answer:  Yes.
not correct answer:  No.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. You have an Azure environment. You need to create a new Azure virtual machine from an Android laptop. Solution: You use PowerShell in Azure Cloud Shell. Does this meet the goal?"
correct answer:  Yes.
not correct answer:  No.
"question:  QueNote: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. You have an Azure subscription named Subscription! You sign in to the Azure portal and create a resource group named RG1. From Azure documentation, you have the following command that creates a virtual machine named VM1. az vm create –resource-group RG1 –name VM1 –image UbuntuLTS –generate-ssh-keys You need to create VM1 in Subscription! by using the command. Solution: From the Azure portal, launch Azure Cloud Shell and select Bash. Run the command in Cloud Shell. Does this meet the goal?"
not correct answer:  Yes.
correct answer:  No.
question:  You have an Azure web app. You need to manage the settings of the web app from an iPhone. What are two Azure management tools that you can use? Each correct answer presents a complete solution. NOTE: Each correct selection is worth one point
not correct answer:  Azure CLI.
correct answer:  the Azure portal.
correct answer:  Azure Cloud Shell.
not correct answer:  Windows PowerShell.
not correct answer:  Azure Storage Explorer.
"question:  To complete the sentence, select the appropriate option in the answer area. You plan to deploy 20 virtual machines to an Azure environment. To ensure that a virtual machine named VM1 cannot connect to the other virtual machines, VM1 must"
correct answer:  be deployed to a separate virtual network.
not correct answer:  run a different operating system than the other virtual machines.
not correct answer:  be deployed to a separate resource group.
not correct answer:  have two network interfaces.
"question:  To complete the sentence, select the appropriate option in the answer area. From ... you can view which user turned off a specific virtual machine during the last 14 days. Azure Control IAM, Azure Event Hubs, Azure Activity Log, Azure Service Health"
not correct answer:  Azure Control IAM.
not correct answer:  Azure Event Hubs.
not correct answer:  Azure Activity Log.
not correct answer:  Azure Service Health.
"question:  This question requires that you evaluate the underlined BOLD text to determine if it is correct. Azure Site Recovery provides fault tolerance for virtual machines. Instructions: Review the underlined text. If it makes the statement correct, select “No change is needed.” If the statement is incorrect, select the answer choice that makes the statement correct."
not correct answer:  No change is needed.
not correct answer:  Disaster recovery.
not correct answer:  Elasticity.
not correct answer:  High availability.
"question:  This question requires that you evaluate the underlined text to determine if it is correct. You have an application that is comprised of an Azure web app that has a Service Level Agreement (SLA) of 99.95 percent and an Azure SQL database that has an SLA of 99.99 percent. The composite SLA for the application is the product of both SLAs. which equals 99.94 percent. Instructions: Review the underlined text. If it makes the statement correct, select ""No change is needed."" If the statement is incorrect, select the answer choice that makes the statement correct."
correct answer:  No change is needed.
"not correct answer:  The lowest SLA associated to the application, which is 99.95 percent."
"not correct answer:  The highest SLA associated to the application, which is 99.99 percent."
"not correct answer:  The difference between the two SLAs, which is 0.05 percent."
"question:  To complete the sentence, select the appropriate option in the answer area. You have an Azure virtual network named VNĚT1 in a resource group named RG1. You assign the Azure Policy definition of Not Allowed Resource Type and specify that virtual networks are not an allowed resource type in RG1. VNET1"
not correct answer:  is deleted automatically.
not correct answer:  is moved automatically to another resource group.
correct answer:  continues to function normally.
not correct answer:  is now a read-only object.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point."
"question: # From Azure Service Health, an administrator can view the health of all the services deployed to an Azure environment and all the other services available in Azure"
correct answer:  Yes.
not correct answer:  No.
"question: # From Azure Service Health, an administrator can create a rule to be alerted if an Azure service fails"
correct answer:  Yes.
not correct answer:  No.
"question: # From Azure Service Health, an administrator can prevent a service failure from affecting a specific virtual machine"
not correct answer:  Yes.
correct answer:  No.
question:  You need to configure an Azure solution that meets the following requirements: ✑ Secures websites from attacks ✑ Generates reports that contain details of attempted attacks. What should you include in the solution?
not correct answer:  Azure Firewall.
not correct answer:  A network security group (NSG).
not correct answer:  Azure Information Protection.
correct answer:  DDoS protection.
"question:  This question requires that you evaluate the underlined BOLD text to determine if it is correct. Your company implements Azure policies to automatically add a watermark to Microsoft Word documents that contain credit card information. Instructions: Review the underlined text. If it makes the statement correct, select “No change is needed”. If the statement is incorrect, select the answer choice that makes the statement correct."
not correct answer:  No change is needed.
not correct answer:  DDoS protection.
not correct answer:  Azure Information Protection.
not correct answer:  Azure Active Directory (Azure AD) Identity Protection.
"question:  This question requires that you evaluate the BOLD text to determine if it is correct. The Azure Standard support plan is the lowest cost option to receive 24×7 access to support engineers by phone. Instructions: Review the underlined text. If it makes the statement correct, select “No change is needed”. If the statement is incorrect, select the answer choice that makes the statement correct."
not correct answer:  No change is needed.
not correct answer:  Developer.
not correct answer:  Basic.
not correct answer:  Professional Direct.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point."
question: # Azure Active Directory Premium P2 guarantees at least 999 percent availability
correct answer:  Yes.
not correct answer:  No.
question: # The Service Level Agreement (SLA) for Azure Active Crectory Premum P2 is the same as the SLA for Azure Active Directory Free
correct answer:  Yes.
not correct answer:  No.
question: # All paying Azure customers receive a creoit if their monthly uptime percentage is below the guaranteed amount in the Service Level Agreement (SLA)
not correct answer:  Yes.
correct answer:  No.
"question:  To complete the sentence, select the appropriate option in the answer area. Your company implements to ... automatically add a watermark to Microsoft Word documents that contain credit card information."
not correct answer:  Azure policies.
not correct answer:  DDOS protection.
correct answer:  Azure Information Protection.
not correct answer:  Azure Active Directory (Azure AD) Identity Protection.
"question:  This question requires that you evaluate the Bold text to determine if it is correct. If Microsoft plans to end support for an Azure service that does NOT have a successor service, Microsoft will provide notification at least 12 months before. Instructions: Review the underlined text. If it makes the statement correct, select “No change is needed”. If the statement is incorrect, select the answer choice that makes the statement correct."
correct answer:  No change is needed.
not correct answer:  6 months.
not correct answer:  90 days.
not correct answer:  30 days.
"question:  This question requires that you evaluate the underlined text to determine if it is correct. An Azure service is available to all Azure customers when it is in public preview Instructions: Review the underlined text If it makes the statement correct, select ""No change is needed."" If the statement is incorrect, select the answer choice that makes the statement correct."
correct answer:  No change is needed.
not correct answer:  Private preview.
not correct answer:  Development.
not correct answer:  An Enterprise Agreement (EA) subscription.
"question:  This question requires that you evaluate the Bold text to determine if it is correct. Azure policies provide a common platform for deploying objects to a cloud infrastructure and for implementing consistency across the Azure environment. Instructions: Review the underlined text. If it makes the statement correct, select “No change is needed”. If the statement is incorrect, select the answer choice that makes the statement correct."
not correct answer:  No change is needed.
not correct answer:  Resource groups provide.
correct answer:  Azure Resource Manager provides.
not correct answer:  Management groups provide.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point."
question: # All the Azure resources deployed to a single resource group must share the same Azure region
not correct answer:  Yes.
correct answer:  No.
"question: # If you assign a tag to a resource group, all the Azure resources in that resource group are assigned to the same tag"
not correct answer:  Yes.
correct answer:  No.
"question: # If you set permissions to a resource group, all the Azure resources in that resource group inherit the permissions"
correct answer:  Yes.
not correct answer:  No.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point."
"question: # With Azure Reservations, you play less for virtual machines that with pay- as-you-go pricing"
correct answer:  Yes.
not correct answer:  No.
"question: # If you create two Azure virtual machines that use the B2S size, each virtual machine will always generate the same monthly costs"
not correct answer:  Yes.
correct answer:  No.
"question: # When an Azure virtual machine is stopped, you continue to pay storage costs associated to the virtual machine"
correct answer:  Yes.
not correct answer:  No.
"question:  To complete the sentence, select the appropriate option in the answer area. Your Azure trial account expired last week. You are now unable to"
not correct answer:  Create additional Azure Active Directory (Azure AD) user accounts.
correct answer:  Start an existing Azure virtual machine.
not correct answer:  Access your data stored in Azure.
not correct answer:  Access the Azure portal.
"question:  To complete the sentence, select the appropriate option in the answer area. An Azure Policy initiative is a"
correct answer:  Collection of policy definitions.
not correct answer:  Collection of Azure Policy definition assignments.
not correct answer:  Group of Azure Blueprints definitions.
not correct answer:  Group of role-based access control (RBAC) role assignments.
question:  Your company has an Azure subscription that contains the following unused resources:_ 20 user accounts in Azure Active Directory (Azure AD) _ Five groups in Azure AD _ 10 public IP addresses _ 10 network interfaces. You need to reduce the Azure costs for the company. Which unused resources should you remove?
not correct answer:  the user accounts.
not correct answer:  the network interfaces.
correct answer:  the public IP addresses.
not correct answer:  the groups.
"question:  This question requires that you evaluate the bold text to determine if it is correct. All Azure services that are in public preview are provided without any documentation. Instructions: Review the underlined text. If it makes the statement correct, select ""No change is needed."" If the statement is incorrect, select the answer choice that makes the statement correct."
not correct answer:  No change is needed.
not correct answer:  Only configurable from Azure CLI.
correct answer:  Excluded from the Service Level Agreements.
not correct answer:  Only configurable from the Azure portal.
"question:  To complete the sentence, select the appropriate option in the answer area. You can enable just in time (IT) M access by using"
not correct answer:  Azure Bastion.
not correct answer:  Azure Firewall.
not correct answer:  Azure Front Door.
correct answer:  Azure Security Center.
"question:  To complete the sentence, select the appropriate option in the answer area. Azure Cosmos DB is an example of a ... offering"
correct answer:  Platform as a service (PaaS).
not correct answer:  Infrastructure as a service (IaaS).
not correct answer:  Serverless.
not correct answer:  Software as a service (SaaS).
question:  Your company has a Software Assurance agreement that includes Microsoft SQL Server licenses. You plan to deploy SQL Server on Azure virtual machines. What should you do to minimize licensing costs for the deployment?
not correct answer:  Use Azure reservations.
not correct answer:  Use Azure Hybrid Benefit.
correct answer:  Deallocate the virtual machines during off hours.
not correct answer:  Configure Azure Cost Management budgets.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE Each correct selection is worth one point."
question: # If your company Uses an Azure free account you can only deploy Azure virtual machines and Azure storage accounts
not correct answer:  Yes.
correct answer:  No.
question: # All Azure free accounts expire after a specific period
correct answer:  Yes.
not correct answer:  No.
question: # You can create up to 10 Azure free accounts by using the same Microsoft account.
not correct answer:  Yes.
correct answer:  No.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, white others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. You have an Azure environment. You need to create a new Azure virtual machine from an Android laptop. Solution: You use the Azure portal. Does this meet the goal?"
correct answer:  Yes.
not correct answer:  No.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point."
"question: # From Azure Service Health, an administrator can view the health of all the services in an Azure environmient"
correct answer:  Yes.
not correct answer:  No.
"question: # From Azure Senvice Health, an administrator can create arule to be alerted if an Azure service fails"
correct answer:  Yes.
not correct answer:  No.
"question: # From Azure Service Health, an administrator can prevent a service failure"
not correct answer:  Yes.
correct answer:  No.
"question:  This question requires that you evaluate the underlined text to determine if it is correct. Your Azure trial account expired last week. You are now unable to create additional Azure Active Directory (Azure AD) user accounts. Instructions: Review the underlined text. If it makes the statement correct, select “No change is needed”. If the statement is incorrect, select the answer choice that makes the statement correct."
not correct answer:  No change is needed.
correct answer:  Start an existing Azure virtual machine.
not correct answer:  Access your data stored in Azure.
not correct answer:  Access the Azure portal.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point."
"question: # Storing 1 TB of data in Azure Blob storage will always cost the same, regardless the Azure region in which the data is located"
not correct answer:  Yes.
correct answer:  No.
"question: # When you use a general-purpose v2 Azure Storage account, you are only charged for the amount of data that is stored. All read and write operations are free"
not correct answer:  Yes.
correct answer:  No.
question: # Transferring data between Azure Storage accounts in different Azure regions is free
not correct answer:  Yes.
correct answer:  No.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. An Azure administrator plans to run a PowerShell script that creates Azure resources. You need to recommend which computer configuration to use to run the script. Solution: Run the script from a computer that runs Linux and has the Azure CLI tools installed. Does this meet the goal?"
not correct answer:  Yes.
correct answer:  No.
"question:  This question requires that you evaluate the underlined text to determine if it is correct. Resource groups provide organizations with the ability to manage the compliance of Azure resources across multiple subscriptions. Instructions: Review the underlined text. If it makes the statement correct, select “No change is needed”. If the statement is incorrect, select the answer choice that makes the statement correct."
not correct answer:  No change is needed.
not correct answer:  Management groups.
correct answer:  Azure policies.
not correct answer:  Azure App Service plans.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution.After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. Your company plans to purchase Azure. The company’s support policy states that the Azure environment must provide an option to access support engineers by phone or email. You need to recommend which support plan meets the support policy requirement. Solution: Recommend a Premier support plan. Does this meet the goal?"
correct answer:  Yes.
not correct answer:  No.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. You have an Azure environment. You need to create a new Azure virtual machine from an Android laptop. Solution: You use Bash in Azure Cloud Shell. Does this meet the goal?"
not correct answer:  Yes.
correct answer:  No.
question:  Which Azure service should you use to correlate events from multiple resources into a centralized repository?
correct answer:  Azure Event Hubs.
not correct answer:  Azure Analysis Services.
not correct answer:  Azure Monitor.
not correct answer:  Azure Log Analytics.
"question:  This question requires that you evaluate the underlined text to determine if it is correct. When planning to migrate a public website to Azure, you must plan to pay monthly usage costs. Instructions: Review the underlined text. If it makes the statement correct, select “No change is needed”. If the statement is incorrect, select the answer choice that makes the statement correct."
correct answer:  No change is needed.
not correct answer:  Deploy a VPN.
not correct answer:  Pay to transfer all the website data to Azure.
not correct answer:  Reduce the number of connections to the website.
question:  Your company plans to deploy several web servers and several database servers to Azure. You need to recommend an Azure solution to limit the types of connections from the web servers to the database servers. What should you include in the recommendation?
correct answer:  Network security groups (NSGs).
not correct answer:  Azure Service Bus.
not correct answer:  A local network gateway.
not correct answer:  A route filter.
question:  What are two characteristics of the public cloud? Each correct answer presents a complete solution . NOTE: Each correct selection is worth one point.
not correct answer:  Dedicated hardware.
not correct answer:  Unsecured connections.
not correct answer:  Limited storage.
correct answer:  Metered pricing.
correct answer:  Self-service management.
"question:  This question requires that you evaluate the underlined text to determine if it is correct. When you are implementing a software as a service (SaaS) solution, you are responsible for configuring high availability. Instructions: Review the underlined text. If it makes the statement correct, select “No change is needed”. If the statement is incorrect, select the answer choice that makes the statement correct."
not correct answer:  No change is needed.
not correct answer:  Defining scalability rules.
not correct answer:  Installing the SaaS solution.
correct answer:  Nonfiguring the SaaS solution.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. Your company has an Azure subscription that contains the following unused resources:_ 20 user accounts in Azure Active Directory (Azure AD) _ Five groups in Azure AD _ 10 public [P addresses _ 10 network interfaces. You need to reduce the Azure costs for the company. Solution: You remove the unused groups. Does this meet the goal?"
not correct answer:  Yes.
correct answer:  No.
"question:  This question requires that you evaluate the underlined text to determine if it is correct. An organization that hosts its infrastructure in a private cloud can decommission its data center. Instructions: Review the underlined text. If it makes the statement correct, select “No change is needed”. If the statement is incorrect, select the answer choice that makes the statement correct."
not correct answer:  No change is needed.
not correct answer:  In a hybrid cloud.
correct answer:  In the public cloud.
not correct answer:  On a Hyper-V host.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No . NOTE: Each correct selection is worth one point."
question: # Azure provides flexibility between capital expenditure (CapEx) and operational exponditure (OpEx)
correct answer:  Yes.
not correct answer:  No.
"question: # If you create two Azure virtual machines that use the B2S size, each virtual machine will always generate the same monthly costs"
not correct answer:  Yes.
correct answer:  No.
"question: # When an Azure virtual machine is stopped, you continue to pay storage costs associated to the virtual machine."
correct answer:  Yes.
not correct answer:  No.
"question:  Your company plans to deploy an Artificial Intelligence (AI) solution in Azure. What should the company use to build, test, and deploy predictive analytics solutions?"
not correct answer:  Azure Logic Apps.
correct answer:  Azure Machine Learning designer.
not correct answer:  Azure Batch.
not correct answer:  Azure Cosmos DB.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, white others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. Your company has an Azure subscription that contains the following unused resources:_ 20 user accounts in Azure Active Directory (Azure AD) _ Five groups in Azure AD _ 10 public [P addresses] _ 10 network interfaces \* You need to reduce the Azure costs for the company. Solution: You remove the unused user accounts. Does this meet the goal?"
not correct answer:  Yes.
correct answer:  No.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. Your company plans to purchase Azure. The company’s support policy states that the Azure environment must provide an option to access support engineers by phone or email. You need to recommend which support plan meets the support policy requirement. Solution: Recommend a Standard support plan. Does this meet the goal?"
correct answer:  Yes.
not correct answer:  No.
"question:  You have an Azure environment that contains 10 web apps.To which URL should you connect to manage all the Azure resources? To answer, select the appropriate options in the answer area . NOTE: Each correct selection is worth one point. https://**_._**.com"
question: # 1.
not correct answer:  admin.
correct answer:  portal.
not correct answer:  www.
question: # 2.
correct answer:  azure.
not correct answer:  azurewebsites.
not correct answer:  microsoft.
"question:  You plan to create an Azure virtual machine. You need to identify which storage service must be used to store the data disks of the virtual machine. What should you identify? To answer, select the appropriate service in the answer area."
correct answer:  Blobs (REST-based object storage for unstructured data).
not correct answer:  Files (File shares that use the standard rd SMB 3.0 protocol).
not correct answer:  Tables (Tabular data storage).
not correct answer:  Queues (Effectively scale apps according to traffic).
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, white others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. You have an Azure environment. You need to create a new Azure virtual machine from an Android laptop. Solution: You use the PowerApps portal. Does this meet the goal?"
not correct answer:  Yes.
correct answer:  No.
question:  You plan to store 20 TB of data in Azure. The data will be accessed infrequently and visualized by using Microsoft Power BI. You need to recommend a storage solution for the data. Which two solutions should you recommend? Each correct answer presents a complete solution . NOTE: Each correct selection is worth one point.
not correct answer:  Azure SQL Database.
not correct answer:  Azure Cosmos DB.
correct answer:  Azure SQL Data Warehouse.
not correct answer:  Azure Database for PostgreSQL.
correct answer:  Azure Data Lake.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. Your company plans to purchase Azure. The company’s support policy states that the Azure environment must provide an option to access support engineers by phone or email. You need to recommend which support plan meets the support policy requirement. Solution: Recommend a Basic support plan. Does this meet the goal?"
not correct answer:  Yes.
correct answer:  No.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No . NOTE: Each correct selection is worth one point"
"question: # To implement an Azure Multi-Factor Authentication (MFA) solution, you must deploy a federation solution or sync on-premises identities to the cloud"
not correct answer:  Yes.
correct answer:  No.
question: # Two valid methods for Azure Multi-Factor Authentication (MFA) are picture identification and a passport number
not correct answer:  Yes.
correct answer:  No.
question: # Azure Multi-Factor Authentication (MFA) can be required for administrative and non administrative user accounts
correct answer:  Yes.
not correct answer:  No.
"question:  You need to view a list of planned maintenance events that can affect the availability of an Azure subscription. Which blade should you use from the Azure portal? To answer, select the appropriate blade in the answer area."
not correct answer:  Dashboard.
not correct answer:  All resources.
not correct answer:  Resource groups.
not correct answer:  App Services.
not correct answer:  Function Apps.
not correct answer:  SQL databases.
not correct answer:  Azure Cosmos DB.
not correct answer:  Virtual machines.
not correct answer:  Load balancers.
not correct answer:  Storage accounts.
not correct answer:  Virtual networks.
not correct answer:  Azure Active Directory.
not correct answer:  Monitor.
not correct answer:  Advisor.
not correct answer:  Security Center.
correct answer:  Help + support.
"question:  This question requires that you evaluate the underlined text to determine if it is correct. Azure policies provide a common platform for deploying objects to a cloud infrastructure and for implementing consistency across the Azure environment. Instructions: Review the undefined text If it makes the statement correct, select ""No change is needed.” If the statement is incorrect select the answer choice that makes the statement correct."
not correct answer:  No change is needed.
not correct answer:  Resource groups provide.
correct answer:  Azure Resource Manager provides.
not correct answer:  Management groups provide.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. Your Azure environment contains multiple Azure virtual machines. You need to ensure that a virtual machine named VM1 is accessible from the Internet over HTTP. Solution: You modify an Azure Traffic Manager profile. Does this meet the goal?"
not correct answer:  Yes.
correct answer:  No.
"question:  This question requires that you evaluate the underlined text to determine if it is correct. You have an application that is comprised of an Azure web app that has a Service Level Agreement (SLA) of 99.95 percent and an Azure SQL database that has an SLA of 99.99 percent. The composite SLA for the application is the product of both SLAs, which equals 99.94 percent. Instructions: Review the underlined text. If it makes the statement correct, select “No change is needed”. If the statement is incorrect, select the answer choice that makes the statement correct."
correct answer:  No change is needed.
"not correct answer:  The lowest SLA associated to the application, which is 99.95 percent."
"not correct answer:  The highest SLA associated to the application, which is 99.99 percent."
