header,review_text
Which of the following is the customer’s responsibility under the AWS shared responsibility model?, Which of the following is the customer’s responsibility under the AWS shared responsibility model?A . Patching underlying infrastructureB . Physical securityC . Patching Amazon EC2 instancesD . Patching network infrastructure View Answer Answer: C Explanation: Reference: https://aws.amazon.com/compliance/shared-responsibility-model/... 
Which AWS Cost Management tool allows you to view the most granular data about your AWS bill?, Which AWS Cost Management tool allows you to view the most granular data about your AWS bill?A . AWS Cost ExplorerB . AWS BudgetsC . AWS Cost and Usage reportD . AWS Billing dashboard View Answer Answer: C Explanation: The Cost & Usage Report is your one-stop-shop for accessing the most granular data about...Continue reading 
What is the AWS customer responsible for according to the AWS shared responsibility model?, What is the AWS customer responsible for according to the AWS shared responsibility model?A . Physical access controlsB . Data encryptionC . Secure disposal of storage devicesD . Environmental risk management View Answer Answer: B... 
Which AWS IAM feature allows developers to access AWS services through the AWS CLI?, Which AWS IAM feature allows developers to access AWS services through the AWS CLI?A . API keysB . Access keysC . User names/PasswordsD . SSH keys View Answer Answer: B Explanation: Reference: https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_access-keys.html... 
Which AWS service allows companies to connect an Amazon VPC to an on-premises data center?, Which AWS service allows companies to connect an Amazon VPC to an on-premises data center?A . AWS VPNB . Amazon RedshiftC . API GatewayD . Amazon Direct Connect View Answer Answer: D Explanation: AWS Direct Connect enables you to securely connect your AWS environment to your on-premises data center or office location over a...Continue reading 
"When architecting cloud applications, which of the following are a key design principle?"," When architecting cloud applications, which of the following are a key design principle?A . Use the largest instance possibleB . Provision capacity for peak loadC . Use the Scrum development processD . Implement elasticity View Answer Answer: B Explanation: Cloud services main proposition is to provide elasticity through horizontal scaling. It’s already there. As...Continue reading "
A characteristic of edge locations is that they:, A characteristic of edge locations is that they:A . host Amazon EC2 instances closer to users.B . help lower latency and improve performance for users.C . cache frequently changing data without reaching the origin server.D . refresh data changes daily. View Answer Answer: C Explanation: Reference: https://www.edureka.co/community/600/what-is-an-edge-location-in-aws... 
Which service provides a virtually unlimited amount of online highly durable object storage?, Which service provides a virtually unlimited amount of online highly durable object storage?A . Amazon RedshiftB . Amazon Elastic File System (Amazon EFS)C . Amazon Elastic Container Service (Amazon ECS)D . Amazon S3 View Answer Answer: D Explanation: Reference: https://aws.amazon.com/what-is-cloud-object-storage/... 
"Under the AWS shared responsibility model, which of the following activities are the customer’s responsibility? (Choose two.)"," Under the AWS shared responsibility model, which of the following activities are the customer’s responsibility? (Choose two.)A . Patching operating system components for Amazon Relational Database Server (Amazon RDS)B . Encrypting data on the client-sideC . Training the data center staffD . Configuring Network Access Control Lists (ACL)E . Maintaining environmental controls within a...Continue reading "
"When performing a cost analysis that supports physical isolation of a customer workload, which compute hosting model should be accounted for in the Total Cost of Ownership (TCO)?"," When performing a cost analysis that supports physical isolation of a customer workload, which compute hosting model should be accounted for in the Total Cost of Ownership (TCO)?A . Dedicated HostsB . Reserved InstancesC . On-Demand InstancesD . No Upfront Reserved Instances View Answer Answer: A Explanation: Use Dedicated Hosts to launch Amazon EC2...Continue reading "
Which AWS tools assist with estimating costs? (Choose three.), Which AWS tools assist with estimating costs? (Choose three.)A . Detailed billing reportB . Cost allocation tagsC . AWS Simple Monthly CalculatorD . AWS Total Cost of Ownership (TCO) CalculatorE . Cost Estimator View Answer Answer: BCD... 
Which AWS services can host a Microsoft SQL Server database? (Choose two.), Which AWS services can host a Microsoft SQL Server database? (Choose two.)A . Amazon EC2B . Amazon Relational Database Service (Amazon RDS)C . Amazon AuroraD . Amazon RedshiftE . Amazon S3 View Answer Answer: AB Explanation: Reference: https://aws.amazon.com/sql/... 
Which of the following components of the AWS Global Infrastructure consists of one or more discrete data centers interconnected through low latency links?, Which of the following components of the AWS Global Infrastructure consists of one or more discrete data centers interconnected through low latency links?A . Availability ZoneB . Edge locationC . RegionD . Private networking View Answer Answer: A Explanation: Reference: https://docs.aws.amazon.com/whitepapers/latest/aws-overview/global-infrastructure.html... 
Which of the following are categories of AWS Trusted Advisor? (Choose two.)," Which of the following are categories of AWS Trusted Advisor? (Choose two.)A . Fault ToleranceB . Instance UsageC . InfrastructureD . PerformanceE . Storage Capacity View Answer Answer: AD Explanation: Like your customized cloud expert, AWS Trusted Advisor analyzes your AWS environment and provides best practice recommendations in five categories: cost optimization, performance, security,...Continue reading "
"Compared with costs in traditional and virtualized data centers, AWS has:"," Compared with costs in traditional and virtualized data centers, AWS has:A . greater variable costs and greater upfront costs.B . fixed usage costs and lower upfront costs.C . lower variable costs and greater upfront costs.D . lower variable costs and lower upfront costs. View Answer Answer: D Explanation: Reference: https://d1.awsstatic.com/whitepapers/introduction-to-aws-cloud-economics-final.pdf (10)... "
For which auditing process does AWS have sole responsibility?, For which auditing process does AWS have sole responsibility?A . AWS IAM policiesB . Physical securityC . Amazon S3 bucket policiesD . AWS CloudTrail Logs View Answer Answer: B... 
Which AWS service should they use?, A customer needs to run a MySQL database that easily scales. Which AWS service should they use?A . Amazon AuroraB . Amazon RedshiftC . Amazon DynamoDBD . Amazon ElastiCache View Answer Answer: A Explanation: Reference: https://aws.amazon.com/rds/aurora/serverless/... 
AWS supports which of the following methods to add security to Identity and Access Management (IAM) users? (Choose two.), AWS supports which of the following methods to add security to Identity and Access Management (IAM) users? (Choose two.)A . Implementing Amazon RekognitionB . Using AWS Shield-protected resourcesC . Blocking access with Security GroupsD . Using Multi-Factor Authentication (MFA)E . Enforcing password strength and expiration View Answer Answer: DE... 
"Which service stores objects, provides real-time access to those objects, and offers versioning and lifecycle capabilities?"," Which service stores objects, provides real-time access to those objects, and offers versioning and lifecycle capabilities?A . Amazon GlacierB . AWS Storage GatewayC . Amazon S3D . Amazon EBS View Answer Answer: C Explanation: Reference: https://aws.amazon.com/s3/faqs/... "
"Which service enables risk auditing by continuously monitoring and logging account activity, including user actions in the AWS Management Console and AWS SDKs?"," Which service enables risk auditing by continuously monitoring and logging account activity, including user actions in the AWS Management Console and AWS SDKs?A . Amazon CloudWatchB . AWS CloudTrailC . AWS ConfigD . AWS Health View Answer Answer: B Explanation: Reference: https://aws.amazon.com/cloudtrail/... "
One of the advantages to moving infrastructure from an on-premises data center to the AWS Cloud is:, One of the advantages to moving infrastructure from an on-premises data center to the AWS Cloud is:A . it allows the business to eliminate IT bills.B . it allows the business to put a server in each customer’s data center.C . it allows the business to focus on business activities.D . it allows the...Continue reading 
The use of what AWS feature or service allows companies to track and categorize spending on a detailed level?, The use of what AWS feature or service allows companies to track and categorize spending on a detailed level?A . Cost allocation tagsB . Consolidated billingC . AWS BudgetsD . AWS Marketplace View Answer Answer: C Explanation: Reference: https://aws.amazon.com/blogs/startups/how-to-set-aws-budget-when-paying-with-aws-credits/... 
Which of the following can limit Amazon Storage Service (Amazon S3) bucket access to specific users?, Which of the following can limit Amazon Storage Service (Amazon S3) bucket access to specific users?A . A public and private key-pairB . Amazon InspectorC . AWS Identity and Access Management (IAM) policiesD . Security Groups View Answer Answer: C Explanation: Reference: https://aws.amazon.com/blogs/security/how-to-restrict-amazon-s3-bucket-access-to-a-specific­iam-role/... 
Which of the following Amazon EC2 pricing models allow customers to use existing server-bound software licenses?, Which of the following Amazon EC2 pricing models allow customers to use existing server-bound software licenses?A . Spot InstancesB . Reserved InstancesC . Dedicated HostsD . On-Demand Instances View Answer Answer: C Explanation: Reference: https://aws.amazon.com/ec2/pricing/... 
For which auditing process does AWS have sole responsibility?, For which auditing process does AWS have sole responsibility?A . AWS IAM policiesB . Physical securityC . Amazon S3 bucket policiesD . AWS CloudTrail Logs View Answer Answer: B... 
Which of the following AWS Cloud services can be used to run a customer-managed relational database?, Which of the following AWS Cloud services can be used to run a customer-managed relational database?A . Amazon EC2B . Amazon Route 53C . Amazon ElastiCacheD . Amazon DynamoDB View Answer Answer: A... 
"According to best practices, how should an application be designed to run in the AWS Cloud?"," According to best practices, how should an application be designed to run in the AWS Cloud?A . Use tighly coupled components.B . Use loosely coupled components.C . Use infrequently coupled components.D . Use frequently coupled components. View Answer Answer: B Explanation: Reference: https://d1.awsstatic.com/whitepapers/AWS_Cloud_Best_Practices.pdf... "
How can the customer take advantage of volume discounts with minimal impact to the AWS resources?, A customer is using multiple AWS accounts with separate billing. How can the customer take advantage of volume discounts with minimal impact to the AWS resources?A . Create one global AWS acount and move all AWS resources to tha account.B . Sign up for three years of Reserved Instance pricing up front.C . Use...Continue reading 
Which AWS services can host a Microsoft SQL Server database? (Choose two.), Which AWS services can host a Microsoft SQL Server database? (Choose two.)A . Amazon EC2B . Amazon Relational Database Service (Amazon RDS)C . Amazon AuroraD . Amazon RedshiftE . Amazon S3 View Answer Answer: AB Explanation: Reference: https://aws.amazon.com/sql/... 
Which of the following are advantages of AWS consolidated billing? (Choose two.)," Which of the following are advantages of AWS consolidated billing? (Choose two.)A . The ability to receive one bill for multiple accountsB . Service limits increasing by default in all accountsC . A fixed discount on the monthly billD . Potential volume discounts, as usage in all accounts is combinedE . The automatic extension...Continue reading "
Which of the following are features of Amazon CloudWatch Logs? (Choose two.), Which of the following are features of Amazon CloudWatch Logs? (Choose two.)A . Summaries by Amazon Simple Notification Service (Amazon SNS)B . Free Amazon Elasticsearch Service analyticsC . Provided at no chargeD . Real-time monitoringE . Adjustable retention View Answer Answer: DE... 
Which of the following AWS services can be used to serve large amounts of online video content with the lowest possible latency? (Choose two.), Which of the following AWS services can be used to serve large amounts of online video content with the lowest possible latency? (Choose two.)A . AWS Storage GatewayB . Amazon S3C . Amazon Elastic File System (EFS)D . Amazon GlacierE . Amazon CloudFront View Answer Answer: BE Explanation: Reference: https://aws.amazon.com/getting-started/tutorials/deliver-content-faster/https://aws.amazon.com/cloudfront/... 
"Compared with costs in traditional and virtualized data centers, AWS has:"," Compared with costs in traditional and virtualized data centers, AWS has:A . greater variable costs and greater upfront costs.B . fixed usage costs and lower upfront costs.C . lower variable costs and greater upfront costs.D . lower variable costs and lower upfront costs. View Answer Answer: D Explanation: Reference: https://d1.awsstatic.com/whitepapers/introduction-to-aws-cloud-economics-final.pdf (10)... "
Which of the following are valid ways for a customer to interact with AWS services? (Choose two.), Which of the following are valid ways for a customer to interact with AWS services? (Choose two.)A . Command line interfaceB . On-premisesC . Software Development KitsD . Software-as-a-serviceE . Hybrid View Answer Answer: AC... 
What is an example of agility in the AWS Cloud?, What is an example of agility in the AWS Cloud?A . Access to multiple instance typesB . Access to managed servicesC . Using Consolidated Billing to produce one billD . Decreased acquisition time for new compute resources View Answer Answer: D Explanation: Reference: https://aws.amazon.com/blogs/enterprise-strategy/risk-is-lack-of-agility/... 
Which feature of the AWS Cloud will support an international company’s requirement for low latency to all of its customers?, Which feature of the AWS Cloud will support an international company’s requirement for low latency to all of its customers?A . Fault toleranceB . Global reachC . Pay-as-you-go pricingD . High availability View Answer Answer: B... 
Which of the following are characteristics of Amazon S3? (Choose two.), Which of the following are characteristics of Amazon S3? (Choose two.)A . A global file systemB . An object storeC . A local file storeD . A network file systemE . A durable storage system View Answer Answer: AB... 
Which is a recommended pattern for designing a highly available architecture on AWS?, Which is a recommended pattern for designing a highly available architecture on AWS?A . Ensure that components have low-latency network connectivity.B . Run enough Amazon EC2 instances to operate at peak load.C . Ensure that the application is designed to accommodate failure of any single component.D . Use a monolithic application that handles all...Continue reading 
Which storage service can be used as a low-cost option for hosting static websites?, Which storage service can be used as a low-cost option for hosting static websites?A . Amazon GlacierB . Amazon DynamoDBC . Amazon Elastic File System (Amazon EFS)D . Amazon Simple Storage Service (Amazon S3) View Answer Answer: D Explanation: Reference: https://aws.amazon.com/getting-started/projects/host-static-website/... 
Which of the following is an AWS managed Domain Name System (DNS) web service?, Which of the following is an AWS managed Domain Name System (DNS) web service?A . Amazon Route 53B . Amazon NeptuneC . Amazon SageMakerD . Amazon Lightsail View Answer Answer: A Explanation: Reference: https://aws.amazon.com/getting-started/tutorials/get-a-domain/... 
Which AWS service should they use?, A customer needs to run a MySQL database that easily scales. Which AWS service should they use?A . Amazon AuroraB . Amazon RedshiftC . Amazon DynamoDBD . Amazon ElastiCache View Answer Answer: A Explanation: Reference: https://aws.amazon.com/rds/aurora/serverless/... 
"Under the AWS shared responsibility model, which of the following activities are the customer’s responsibility? (Choose two.)"," Under the AWS shared responsibility model, which of the following activities are the customer’s responsibility? (Choose two.)A . Patching operating system components for Amazon Relational Database Server (Amazon RDS)B . Encrypting data on the client-sideC . Training the data center staffD . Configuring Network Access Control Lists (ACL)E . Maintaining environmental controls within a...Continue reading "
What is the AWS customer responsible for according to the AWS shared responsibility model?, What is the AWS customer responsible for according to the AWS shared responsibility model?A . Physical access controlsB . Data encryptionC . Secure disposal of storage devicesD . Environmental risk management View Answer Answer: B... 
Which service should a customer use to consolidate and centrally manage multiple AWS accounts?, Which service should a customer use to consolidate and centrally manage multiple AWS accounts?A . AWS IAMB . AWS OrganizationsC . AWS Schema Conversion ToolD . AWS Config View Answer Answer: B Explanation: Reference: https://aws.amazon.com/organizations/... 
Which of the Reserved Instance (RI) pricing models can change the attributes of the RI as long as the exchange results in the creation of RIs of equal or greater value?, Which of the Reserved Instance (RI) pricing models can change the attributes of the RI as long as the exchange results in the creation of RIs of equal or greater value?A . Dedicated RIsB . Scheduled RIsC . Convertible RIsD . Standard RIs View Answer Answer: C Explanation: Reference: https://aws.amazon.com/ec2/pricing/reserved-instances/... 
What costs are included when comparing AWS Total Cost of Ownership (TCO) with on-premises TCO?, What costs are included when comparing AWS Total Cost of Ownership (TCO) with on-premises TCO?A . Project managementB . Antivirus software licensingC . Data center securityD . Software development View Answer Answer: A... 
Which of the following factors could influence the customer’s decision?, A customer is deploying a new application and needs to choose an AWS Region. Which of the following factors could influence the customer’s decision? (Choose two.)A . Reduced latency to usersB . The application’s presentation in the local languageC . Data sovereignty complianceD . Cooling costs in hotter climatesE . Proximity to the customer’s...Continue reading 
Which of the following is a fast and reliable NoSQL database service?, Which of the following is a fast and reliable NoSQL database service?A . Amazon RedshiftB . Amazon RDSC . Amazon DynamoDBD . Amazon S3 View Answer Answer: C Explanation: Reference: https://aws.amazon.com/dynamodb/... 
Which AWS services should be used for read/write of constantly changing data? (Choose two.), Which AWS services should be used for read/write of constantly changing data? (Choose two.)A . Amazon GlacierB . Amazon RDSC . AWS SnowballD . Amazon RedshiftE . Amazon EFS View Answer Answer: AB... 
Which of the following services will automatically scale with an expected increase in web traffic?, Which of the following services will automatically scale with an expected increase in web traffic?A . AWS CodePipelineB . Elastic Load BalancingC . Amazon EBSD . AWS Direct Connect View Answer Answer: B Explanation: Reference: https://aws.amazon.com/elasticloadbalancing/... 
Which of the following is the customer’s responsibility under the AWS shared responsibility model?, Which of the following is the customer’s responsibility under the AWS shared responsibility model?A . Patching underlying infrastructureB . Physical securityC . Patching Amazon EC2 instancesD . Patching network infrastructure View Answer Answer: C Explanation: Reference: https://aws.amazon.com/compliance/shared-responsibility-model/... 
What AWS team assists customers with accelerating cloud adoption through paid engagements in any of several specialty practice areas?, What AWS team assists customers with accelerating cloud adoption through paid engagements in any of several specialty practice areas?A . AWS Enterprise SupportB . AWS Solutions ArchitectsC . AWS Professional ServicesD . AWS Account Managers View Answer Answer: C Explanation: Reference: https://aws.amazon.com/professional-services/... 
Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?, Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?A . Implement automation.B . Design for agility.C . Design for failure.D . Implement elasticity. View Answer Answer: C... 
"Where are AWS compliance documents, such as an SOC 1 report, located?"," Where are AWS compliance documents, such as an SOC 1 report, located?A . Amazon InspectorB . AWS CloudTrailC . AWS ArtifactD . AWS Certificate Manager View Answer Answer: C Explanation: Reference: https://aws.amazon.com/compliance/soc-faqs/... "
Which of the following Reserved Instance (RI) pricing models provides the highest average savings compared to On-Demand pricing?," Which of the following Reserved Instance (RI) pricing models provides the highest average savings compared to On-Demand pricing?A . One-year, No Upfront, Standard RI pricingB . One-year, All Upfront, Convertible RI pricingC . Three-year, All Upfront, Standard RI pricingD . Three-year, No Upfront, Convertible RI pricing View Answer Answer: C Explanation: Reference: https://aws.amazon.com/ec2/pricing/reserved-instances/pricing/... "
Which of the following AWS programs can a customer take advantage of to achieve that outcome?, A customer would like to design and build a new workload on AWS Cloud but does not have the AWS-related software technical expertise in-house. Which of the following AWS programs can a customer take advantage of to achieve that outcome?A . AWS Partner Network Technology PartnersB . AWS MarketplaceC . AWS Partner Network Consulting...Continue reading 
"Compared with costs in traditional and virtualized data centers, AWS has:"," Compared with costs in traditional and virtualized data centers, AWS has:A . greater variable costs and greater upfront costs.B . fixed usage costs and lower upfront costs.C . lower variable costs and greater upfront costs.D . lower variable costs and lower upfront costs. View Answer Answer: D Explanation: Reference: https://d1.awsstatic.com/whitepapers/introduction-to-aws-cloud-economics-final.pdf (10)... "
Which of the following services will automatically scale with an expected increase in web traffic?, Which of the following services will automatically scale with an expected increase in web traffic?A . AWS CodePipelineB . Elastic Load BalancingC . Amazon EBSD . AWS Direct Connect View Answer Answer: B Explanation: Reference: https://aws.amazon.com/elasticloadbalancing/... 
Which is a recommended pattern for designing a highly available architecture on AWS?, Which is a recommended pattern for designing a highly available architecture on AWS?A . Ensure that components have low-latency network connectivity.B . Run enough Amazon EC2 instances to operate at peak load.C . Ensure that the application is designed to accommodate failure of any single component.D . Use a monolithic application that handles all...Continue reading 
"Under the shared responsibility model, which of the following is the customer responsible for?"," Under the shared responsibility model, which of the following is the customer responsible for?A . Ensuring that disk drives are wiped after use.B . Ensuring that firmware is updated on hardware devices.C . Ensuring that data is encrypted at rest.D . Ensuring that network cables are category six or higher. View Answer Answer: C...Continue reading "
A characteristic of edge locations is that they:, A characteristic of edge locations is that they:A . host Amazon EC2 instances closer to users.B . help lower latency and improve performance for users.C . cache frequently changing data without reaching the origin server.D . refresh data changes daily. View Answer Answer: C Explanation: Reference: https://www.edureka.co/community/600/what-is-an-edge-location-in-aws... 
Which of the following security-related actions are available at no cost?," Which of the following security-related actions are available at no cost?A . Calling AWS SupportB . Contacting AWS Professional Services to request a workshopC . Accessing forums, blogs, and whitepapersD . Attending AWS classes at a local university View Answer Answer: C... "
Which AWS feature will reduce the customer’s total cost of ownership (TCO)?, Which AWS feature will reduce the customer’s total cost of ownership (TCO)?A . Shared responsibility security modelB . Single tenancyC . Elastic computingD . Encryption View Answer Answer: C... 
Which of the following components of the AWS Global Infrastructure consists of one or more discrete data centers interconnected through low latency links?, Which of the following components of the AWS Global Infrastructure consists of one or more discrete data centers interconnected through low latency links?A . Availability ZoneB . Edge locationC . RegionD . Private networking View Answer Answer: A Explanation: Reference: https://docs.aws.amazon.com/whitepapers/latest/aws-overview/global-infrastructure.html... 
How many Availability Zones should compute resources be provisioned across to achieve high availability?, How many Availability Zones should compute resources be provisioned across to achieve high availability?A . A minimum of oneB . A minimum of twoC . A minimum of threeD . A minimum of four or more View Answer Answer: B... 
Which of the following is a shared control between the customer and AWS?, Which of the following is a shared control between the customer and AWS?A . Providing a key for Amazon S3 client-side encryptionB . Configuration of an Amazon EC2 instanceC . Environmental controls of physical AWS data centersD . Awareness and training View Answer Answer: D Explanation: Reference: https://aws.amazon.com/compliance/shared-responsibility-model/... 
Which AWS tools assist with estimating costs? (Choose three.), Which AWS tools assist with estimating costs? (Choose three.)A . Detailed billing reportB . Cost allocation tagsC . AWS Simple Monthly CalculatorD . AWS Total Cost of Ownership (TCO) CalculatorE . Cost Estimator View Answer Answer: BCD... 
"According to best practices, how should an application be designed to run in the AWS Cloud?"," According to best practices, how should an application be designed to run in the AWS Cloud?A . Use tighly coupled components.B . Use loosely coupled components.C . Use infrequently coupled components.D . Use frequently coupled components. View Answer Answer: B Explanation: Reference: https://d1.awsstatic.com/whitepapers/AWS_Cloud_Best_Practices.pdf... "
"Under the shared responsibility model, which of the following is the customer responsible for?"," Under the shared responsibility model, which of the following is the customer responsible for?A . Ensuring that disk drives are wiped after use.B . Ensuring that firmware is updated on hardware devices.C . Ensuring that data is encrypted at rest.D . Ensuring that network cables are category six or higher. View Answer Answer: C...Continue reading "
How many Availability Zones should compute resources be provisioned across to achieve high availability?, How many Availability Zones should compute resources be provisioned across to achieve high availability?A . A minimum of oneB . A minimum of twoC . A minimum of threeD . A minimum of four or more View Answer Answer: B... 
Which of the following are features of Amazon CloudWatch Logs? (Choose two.), Which of the following are features of Amazon CloudWatch Logs? (Choose two.)A . Summaries by Amazon Simple Notification Service (Amazon SNS)B . Free Amazon Elasticsearch Service analyticsC . Provided at no chargeD . Real-time monitoringE . Adjustable retention View Answer Answer: DE... 
Which feature of the AWS Cloud will support an international company’s requirement for low latency to all of its customers?, Which feature of the AWS Cloud will support an international company’s requirement for low latency to all of its customers?A . Fault toleranceB . Global reachC . Pay-as-you-go pricingD . High availability View Answer Answer: B... 
Which AWS tools assist with estimating costs? (Choose three.), Which AWS tools assist with estimating costs? (Choose three.)A . Detailed billing reportB . Cost allocation tagsC . AWS Simple Monthly CalculatorD . AWS Total Cost of Ownership (TCO) CalculatorE . Cost Estimator View Answer Answer: BCD... 
Which AWS feature will reduce the customer’s total cost of ownership (TCO)?, Which AWS feature will reduce the customer’s total cost of ownership (TCO)?A . Shared responsibility security modelB . Single tenancyC . Elastic computingD . Encryption View Answer Answer: C... 
What approach to transcoding a large number of individual video files adheres to AWS architecture principles?, What approach to transcoding a large number of individual video files adheres to AWS architecture principles?A . Using many instances in parallelB . Using a single large instance during off-peak hoursC . Using dedicated hardwareD . Using a large GPU instance type View Answer Answer: A Explanation: Reference: https://aws.amazon.com/solutions/case-studies/encoding/... 
Which of the following AWS solutions would meet the company’s needs?, A company is looking for a scalable data warehouse solution. Which of the following AWS solutions would meet the company’s needs?A . Amazon Simple Storage Service (Amazon S3)B . Amazon DynamoDBC . Amazon KinesisD . Amazon Redshift View Answer Answer: D Explanation: Reference: https://aws.amazon.com/redshift/... 
What is one of the advantages of the Amazon Relational Database Service (Amazon RDS)?, What is one of the advantages of the Amazon Relational Database Service (Amazon RDS)?A . It simplifies relational database administration tasks.B . It provides 99.99999999999% reliability and durability.C . It automatically scales databases for loads.D . It enabled users to dynamically adjust CPU and RAM resources. View Answer Answer: A... 
Which AWS IAM feature allows developers to access AWS services through the AWS CLI?, Which AWS IAM feature allows developers to access AWS services through the AWS CLI?A . API keysB . Access keysC . User names/PasswordsD . SSH keys View Answer Answer: D... 
"Which of the following is a correct relationship between regions, Availability Zones, and edge locations?"," Which of the following is a correct relationship between regions, Availability Zones, and edge locations?A . Data centers contain regions.B . Regions contain Availability Zones.C . Availability Zones contain edge locations.D . Edge locations contain regions. View Answer Answer: B Explanation: Reference: https://aws.amazon.com/about-aws/global-infrastructure/regions_az/#Region_Maps_and_Edge_Networks... "
Which type of mirroring does SPAN technology perform?, Which type of mirroring does SPAN technology perform?A . Remote mirroring over Layer 2B . Remote mirroring over Layer 3C . Local mirroring over Layer 2D . Local mirroring over Layer 3 View Answer Answer: C Explanation: You can analyze network traffic passing through ports or VLANs by using SPAN or RSPAN to send...Continue reading 
Which of the following are advantages of AWS consolidated billing? (Choose two.)," Which of the following are advantages of AWS consolidated billing? (Choose two.)A . The ability to receive one bill for multiple accountsB . Service limits increasing by default in all accountsC . A fixed discount on the monthly billD . Potential volume discounts, as usage in all accounts is combinedE . The automatic extension...Continue reading "
Which services can be used across hybrid AWS Cloud architectures? (Choose two.), Which services can be used across hybrid AWS Cloud architectures? (Choose two.)A . Amazon Route 53B . Virtual Private GatewayC . Classic Load BalancerD . Auto ScalingE . Amazon CloudWatch default metrics View Answer Answer: AB Explanation: Reference: https://www.stratoscale.com/blog/cloud/building-hybrid-cloud-environment-using-amazon­cloud/... 
A characteristic of edge locations is that they:, A characteristic of edge locations is that they:A . host Amazon EC2 instances closer to users.B . help lower latency and improve performance for users.C . cache frequently changing data without reaching the origin server.D . refresh data changes daily. View Answer Answer: C Explanation: Reference: https://www.edureka.co/community/600/what-is-an-edge-location-in-aws... 
The AWS Cloud’s multiple Regions are an example of:, The AWS Cloud’s multiple Regions are an example of:A . agility.B . global infrastructure.C . elasticity.D . pay-as-you-go pricing. View Answer Answer: B... 
How can the customer take advantage of volume discounts with minimal impact to the AWS resources?, A customer is using multiple AWS accounts with separate billing. How can the customer take advantage of volume discounts with minimal impact to the AWS resources?A . Create one global AWS acount and move all AWS resources to tha account.B . Sign up for three years of Reserved Instance pricing up front.C . Use...Continue reading 
"What is the lowest-cost, durable storage option for retaining database backups for immediate retrieval?"," What is the lowest-cost, durable storage option for retaining database backups for immediate retrieval?A . Amazon S3B . Amazon GlacierC . Amazon EBSD . Amazon EC2 Instance Store View Answer Answer: A... "
"Which service stores objects, provides real-time access to those objects, and offers versioning and lifecycle capabilities?"," Which service stores objects, provides real-time access to those objects, and offers versioning and lifecycle capabilities?A . Amazon GlacierB . AWS Storage GatewayC . Amazon S3D . Amazon EBS View Answer Answer: C Explanation: Reference: https://aws.amazon.com/s3/faqs/... "
Which AWS services should be used for read/write of constantly changing data? (Choose two.), Which AWS services should be used for read/write of constantly changing data? (Choose two.)A . Amazon GlacierB . Amazon RDSC . AWS SnowballD . Amazon RedshiftE . Amazon EFS View Answer Answer: AB... 
Which statement best describes Elastic Load Balancing?, Which statement best describes Elastic Load Balancing?A . It translates a domain name into an IP address using DNC . It distributes incoming application traffic across one or more Amazon EC2 instances.D . It collects metrics on connected Amazon EC2 instances.E . It automatically adjusts the number of Amazon EC2 instances to support incoming...Continue reading 
What costs are included when comparing AWS Total Cost of Ownership (TCO) with on-premises TCO?, What costs are included when comparing AWS Total Cost of Ownership (TCO) with on-premises TCO?A . Project managementB . Antivirus software licensingC . Data center securityD . Software development View Answer Answer: A... 
Which of the following Amazon EC2 pricing models allow customers to use existing server-bound software licenses?, Which of the following Amazon EC2 pricing models allow customers to use existing server-bound software licenses?A . Spot InstancesB . Reserved InstancesC . Dedicated HostsD . On-Demand Instances View Answer Answer: C Explanation: Reference: https://aws.amazon.com/ec2/pricing/... 
Your network contains an Active Directory domain named contoso.com, HOTSPOT Your network contains an Active Directory domain named contoso.com. The domain contains two servers named Server1 and Server2 that run Windows Server 2016. Server1 has IP Address Management (IPAM) installed. Server2 has the DHCP Server role installed. The IPAM server retrieves data from Server2. The domain has two users named User1 and User2...Continue reading 
"What is the lowest-cost, durable storage option for retaining database backups for immediate retrieval?"," What is the lowest-cost, durable storage option for retaining database backups for immediate retrieval?A . Amazon S3B . Amazon GlacierC . Amazon EBSD . Amazon EC2 Instance Store View Answer Answer: A... "
Which service should the company use?, A company is considering using AWS for a self-hosted database that requires a nightly shutdown for maintenance and cost-saving purposes. Which service should the company use?A . Amazon RedshiftB . Amazon DynamoDBC . Amazon Elastic Compute Cloud (Amazon EC2) with Amazon EC2 instance storeD . Amazon EC2 with Amazon Elastic Block Store (Amazon EBS)...Continue reading 
Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?, Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?A . Implement automation.B . Design for agility.C . Design for failure.D . Implement elasticity. View Answer Answer: C... 
Which of the following inspects AWS environments to find opportunities that can save money for users and also improve system performance?, Which of the following inspects AWS environments to find opportunities that can save money for users and also improve system performance?A . AWS Cost ExplorerB . AWS Trusted AdvisorC . Consolidated billingD . Detailed billing View Answer Answer: B... 
Which of the following inspects AWS environments to find opportunities that can save money for users and also improve system performance?, Which of the following inspects AWS environments to find opportunities that can save money for users and also improve system performance?A . AWS Cost ExplorerB . AWS Trusted AdvisorC . Consolidated billingD . Detailed billing View Answer Answer: B... 
Which of the following are characteristics of Amazon S3? (Choose two.), Which of the following are characteristics of Amazon S3? (Choose two.)A . A global file systemB . An object storeC . A local file storeD . A network file systemE . A durable storage system View Answer Answer: AB... 
